"id","idApi","gifUrl","bodyPartId","targetMuscleId"
91,"0996","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663442/exercises/agpeydhvzjmeycfmkos1.gif",8,11
92,"1011","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663446/exercises/xjmmmojwxubwuomlihda.gif",7,4
93,"0997","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663451/exercises/sq2orpfkcnp2ol3vkhyv.gif",14,34
94,"1018","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663456/exercises/ibhchsqqepgvzbtwupwy.gif",9,35
95,"0998","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663461/exercises/dorqrli5dfnjm1x8uegq.gif",12,20
96,"0999","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663466/exercises/xoixuhvmqw9sl2cwufcc.gif",10,16
97,"1000","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663471/exercises/calhm0u28uveq1av226e.gif",10,16
98,"1001","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663478/exercises/se34njg6kuuvg538t61j.gif",8,9
99,"1004","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663483/exercises/se5lzhm2szushg2r0fwx.gif",8,11
100,"1003","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663488/exercises/csqn9odgjagbqtvd9t8k.gif",8,11
101,"1005","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663491/exercises/qaiqpkbaphzs3xltgthp.gif",7,4
102,"1022","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663495/exercises/stlze9uzahomg3faclug.gif",14,34
103,"1007","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663499/exercises/ihyaiyzt6zubhbqbfnun.gif",7,4
104,"1008","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663504/exercises/duh90zosn3p5vtrdn8n4.gif",8,11
105,"1009","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663510/exercises/pyw2shqg0ncjrwtwsau5.gif",8,11
106,"1023","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663515/exercises/sab8vnmpwonrtyszmerw.gif",8,11
107,"1010","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663519/exercises/zkrh70sloqwkpyff247e.gif",9,31
108,"1012","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663523/exercises/ewnbg0a3uxh7bkfcnwdg.gif",14,34
109,"1369","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663529/exercises/n44itmmcudjrf3fn2ibe.gif",10,16
110,"1013","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663534/exercises/m1wzdjknpkeqfgdjstcq.gif",9,13
111,"1014","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663538/exercises/ofx8dndkhrvuojuageur.gif",7,4
112,"1015","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663541/exercises/noijquzjzrw3g3vnhx4d.gif",7,4
113,"1016","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663548/exercises/ch0ulqqz4anf1ewwd8to.gif",15,25
114,"1017","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663552/exercises/tt0apxp7nud70a1m9moa.gif",14,34
115,"0023","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663558/exercises/unek7b2dwumb1st1shrp.gif",12,14
116,"0024","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663563/exercises/jr1lptu6ly2xkjfcxx9v.gif",8,9
117,"0025","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663569/exercises/vglouav61uep8kovjjud.gif",11,19
118,"0026","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663575/exercises/gno4mz03fl0vh83etqmw.gif",8,9
119,"1316","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663579/exercises/vedogyuakgth45ota3gq.gif",9,13
120,"0027","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663584/exercises/zioyxspmlntz96subvfz.gif",9,32
121,"2407","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663589/exercises/vmdtksvsineltcuyc3a5.gif",12,14
122,"0028","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663595/exercises/mtwnzlcbaepxktobj6ay.gif",8,9
123,"0029","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663599/exercises/ycisgb64lqso4ekvctqn.gif",8,11
124,"0030","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663604/exercises/jqaj8vsool3gvijnssg2.gif",12,20
125,"0031","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663609/exercises/euta2p01ngs1ya0d4rjp.gif",12,14
126,"0032","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663614/exercises/j3qwf1ot3zusiqc24lwq.gif",8,11
127,"0033","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663620/exercises/wzkasgeq3mudjkd6z2jw.gif",11,19
128,"0034","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663624/exercises/uib3qedzuv8de3pknhsg.gif",9,13
129,"0035","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663629/exercises/tsegvhbsl4sdrwkmylgp.gif",12,20
130,"1255","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663634/exercises/ptg75gxqmjmdeynapr3k.gif",11,19
131,"0036","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663640/exercises/lmgfou05ciq00nieqmn1.gif",11,19
132,"0037","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663644/exercises/ylgcnguveykseyrmo172.gif",9,13
133,"0038","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663648/exercises/juhzft6bdnuoxjb9sbgn.gif",12,14
134,"1370","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663653/exercises/kh0oewixlismtz2x3z3f.gif",10,16
135,"0039","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663658/exercises/orcazkxayvyof8kybfkz.gif",8,11
136,"0041","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663663/exercises/lmtfkbxj6yfnsbr5twfn.gif",14,34
137,"0040","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663666/exercises/bkwhuf8optc4dtgcatwi.gif",11,19
138,"0042","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663671/exercises/aqvdfcw09eegxaqyqqft.gif",8,11
139,"0043","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663676/exercises/bhtrbuz5byklozwbib4h.gif",8,11
140,"1461","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663681/exercises/khys7xvpet9us8laxqua.gif",8,11
141,"1462","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663685/exercises/vx94vpvjpesja4qinhyb.gif",8,11
142,"1545","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663689/exercises/qeurbvy2yuuktn1msnjr.gif",8,11
143,"1409","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663695/exercises/fmenenlu9v6nrghomc0x.gif",8,11
144,"3562","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663700/exercises/f2vwyn7p0qvvr4jccn3t.gif",8,11
145,"0044","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663705/exercises/fj22my8oqaoj55biwimt.gif",8,10
146,"0045","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663711/exercises/fcsyu83ranhnksiyxzxq.gif",11,19
147,"0046","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663715/exercises/gzkjfdpukdps0nqstmhl.gif",8,11
148,"1436","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663720/exercises/um1tslnvjtyqaj8oynxq.gif",8,11
149,"0047","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663725/exercises/zlenkra38fmbew9wgb61.gif",11,19
150,"1719","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663731/exercises/grwhwq0hccde87vuadsa.gif",12,20
151,"0048","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663736/exercises/weof8l8a2oiv1www0plg.gif",12,20
152,"0049","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663743/exercises/glepsk829nfzmqiytdms.gif",9,32
153,"0050","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663748/exercises/lcplwkkues2nowpauxnx.gif",11,40
154,"0051","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663754/exercises/utd2efgtn0kpwaa1ej9j.gif",8,11
155,"0052","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663759/exercises/s4vpiodvowct4p2tbkbs.gif",12,20
156,"0053","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663764/exercises/azgpgvuchcrtfatrfllp.gif",8,11
157,"1410","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663769/exercises/zm7nt63tcwgvsnfyryo8.gif",8,11
158,"1435","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663774/exercises/x9muujiexo3nro0dvcjc.gif",8,11
159,"0054","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663779/exercises/idmxjc1fzqr8zcombwld.gif",8,11
160,"1720","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663783/exercises/oh5hwjmpdxhzcypmy70d.gif",12,20
161,"0055","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663788/exercises/ncl88jx0apkenwvll4vo.gif",12,20
162,"0056","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663793/exercises/yw8egtlynfvqrui6ffis.gif",12,20
163,"0057","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663798/exercises/oax8xkfphrcrge6h9uy2.gif",12,20
164,"0058","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663804/exercises/jzxi1eolzvbuptjufsmn.gif",8,11
165,"0059","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663808/exercises/nnvtduzpxhsftmpaltvd.gif",12,14
166,"0061","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663813/exercises/okglvoomx7uhroqecmbl.gif",12,20
167,"0060","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663818/exercises/vmoef465fznxq8dfidq6.gif",12,20
168,"0063","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663823/exercises/qqnwzbwt5ep3lqiktyjj.gif",8,11
169,"0064","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663828/exercises/nphvu4zt9zh6nzcdmhk8.gif",9,32
170,"0065","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663832/exercises/o7tc6f8snnxsvbfnif0j.gif",12,20
171,"0066","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663836/exercises/gxqjnjqq7oi1lnepimfe.gif",8,11
172,"0067","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663843/exercises/ipkbggeezckqnwkk3kpn.gif",14,34
173,"0068","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663849/exercises/sbrftrvemddxlcamk8uh.gif",8,9
174,"0069","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663854/exercises/q2byajngpot7xtdcbnl5.gif",8,9
175,"1411","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663859/exercises/m2svp77gqcezqxjxflwq.gif",15,25
176,"1412","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663865/exercises/ibbbj72cgnxxbn9r61hs.gif",15,25
177,"3017","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663871/exercises/kxxo1oypfaxeili42es7.gif",9,32
178,"1751","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663878/exercises/srt06tfchy29oqa3x8cr.gif",12,20
179,"0070","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663883/exercises/ylm2rk4mzuh6lpqw0sxd.gif",12,14
180,"0071","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663888/exercises/p36gv2antvza6mflqd0g.gif",7,4
181,"0072","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663893/exercises/iibj062rmwjgbcxwfcyf.gif",12,14
182,"0073","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663898/exercises/zkeez4gwb446hdn1ee1j.gif",9,13
183,"0022","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663903/exercises/zniwkg3yyrlgngbezbrj.gif",9,13
184,"0074","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663908/exercises/sp1groahekizjhuglceo.gif",8,11
185,"0075","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663912/exercises/l2e9apdzp6oqpockwgvn.gif",14,34
186,"0076","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663918/exercises/lpqanqhdzoouhkvngvf2.gif",14,34
187,"0078","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663923/exercises/cb9rducxayfzcwewvsgs.gif",8,11
188,"0077","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663928/exercises/tmgg5d0s3nkfeownbmdj.gif",8,11
189,"0079","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663934/exercises/v2d3uvula3zxusac0p5l.gif",15,25
190,"2187","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663939/exercises/hngixzgf8x6isrmi2svk.gif",12,20
191,"0080","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663947/exercises/nbq0bduffq9nnkr07jlk.gif",12,14
192,"0118","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663952/exercises/lg2l3g1f6pvcwvkxi5ac.gif",9,32
193,"1256","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663958/exercises/a82xmwq7ezhdlgatmgzu.gif",11,19
194,"1257","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663964/exercises/izavny0btcoubmdzqw5q.gif",11,19
195,"1317","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663969/exercises/l2t3khcm4xavuluwblyv.gif",9,32
196,"1721","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663974/exercises/hqfskj11k2rpppjhyrh7.gif",12,20
197,"0081","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663979/exercises/ekwfuty3kjr2nltiwi42.gif",12,14
198,"0082","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663984/exercises/l3qoh83lgnlulgjiofqw.gif",15,25
199,"0084","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663988/exercises/cj5w1wqss5yhjsuz7cma.gif",7,4
200,"0083","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663992/exercises/swehnqsv9nt05lrrushb.gif",7,4
201,"0085","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712663998/exercises/iukay1o9ytx7olztbmiv.gif",8,11
202,"0086","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712664003/exercises/l5yjjz7zywxvtfavmth7.gif",14,34
203,"0087","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712664011/exercises/lhjitfn6dtyryzzejitm.gif",14,34
204,"0088","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712664018/exercises/o5ukipwgnqbutpgkhnvu.gif",10,16
205,"1371","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712664023/exercises/dc51f4zwqvwwz0lu3ujr.gif",10,16
206,"1718","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712664028/exercises/khvgd1jfpuagdiy8tqg3.gif",12,20
207,"0089","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712664033/exercises/teutf05in6nf1g0nlsim.gif",12,14
208,"0090","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712664037/exercises/zg263zcmp7gfdpie2nr3.gif",8,11
209,"0091","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712664042/exercises/nl72kvk79jxxfkzw0w1j.gif",14,34
210,"0092","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712664047/exercises/j3ahhvghuhwiwidbmftf.gif",12,20
211,"0094","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712664051/exercises/dfke6ck1okjgdvwnghph.gif",7,4
212,"0095","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712664056/exercises/n3ktkqgcapgnbo3l8c5c.gif",9,35
213,"0096","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712664060/exercises/wxkjyaslwhu6o7ymzcsl.gif",7,4
214,"0098","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712664066/exercises/sgzrhp2ykrxdxcxzdjru.gif",8,9
215,"0097","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712664072/exercises/ft2dervshvb7bmgt5z91.gif",8,9
216,"1756","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712664077/exercises/r2cue1j5vgitawu6q6yh.gif",8,11
217,"0099","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712664083/exercises/stad5dkspdsypwglv0tg.gif",8,9
218,"2799","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712664088/exercises/tsfki1unknwyn5jhrsld.gif",7,4
219,"2800","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712664093/exercises/cw8pz5o7repjiuzys438.gif",7,4
220,"0100","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712664098/exercises/cd8urcjnnxz0lgopmxlk.gif",14,34
221,"0101","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712664103/exercises/heafpjhqaarlsbdaejit.gif",8,11
222,"2810","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712664108/exercises/vyberpli04sz9nbnfztd.gif",8,9
223,"0102","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712664114/exercises/rxvxb3w3oiqtgfwpzwrx.gif",8,9
224,"2798","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712664122/exercises/eusnkqnkbi6fivkrfvh9.gif",8,9
225,"0103","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712664128/exercises/gbh58tnptladlc0ocvti.gif",7,4
226,"0104","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712664133/exercises/g0xgap4fbypnhbwswlvg.gif",15,25
227,"0105","https://res.cloudinary.com/dlvzqmmld/image/upload/v1712664138/exercises/c9pjsekzncq0jgyfnd61.gif",14,34
